mazo,archivo,color_banda_hex,peligro_nombre,peligro_poder,peligro_dano,peligro_cartas_gratis,peligro_arte_prompt,tecnica_nombre,tecnica_poder,tecnica_efecto,tecnica_texto_sabor,tecnica_arte_prompt,arte_generar_px,arte_final_px,carta_px
Mediodía,cartas/med1.jpg,#BE8A22,Tres Bandidos Hambrientos,4,2,3,"tres bandidos flacos y hambrientos amontonados compartiendo una sola mirada hostil, con las tripas sonando, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Puño del Tigre,4,−1 ⚡,Ruge como un gatito. Pega como un tigre.,"un monje novato lanzando un puñetazo recto hacia adelante con la cabeza fantasmal de un tigre rugiendo sobre su puño, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med2.jpg,#BE8A22,Mercenario con Espada de Juguete,3,2,2,"un mercenario fanfarrón sosteniendo una espada de juguete de madera pintada de colores, completamente serio, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Ala de Grulla,2,+1 ⚡ si ganás,Elegancia sobre fuerza.,"un monje novato en una postura elegante de ala de grulla, los brazos extendidos como plumas y el peso en una pierna, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med3.jpg,#BE8A22,"Duda: ""¿Sirve esto?""",3,2,2,"un monje novato mirándose las propias manos con evidente duda, con signos de pregunta tenues flotando en el aire, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Fe Renovada,3,—,"Shifu nunca mintió. Bueno, casi nunca.","un monje novato mirando hacia arriba con la convicción tranquila recuperada, con luz cálida y suave sobre la cara, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med4.jpg,#BE8A22,Ira Incontrolable,4,3,3,"una figura de furia pura con la cara roja gruñendo, con vapor saliéndole de las orejas y los puños apretados, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Colmillo de Serpiente,3,−1 👊 al peligro,,"un monje novato atacando con dos dedos rígidos como colmillos de serpiente, con la sombra de una serpiente enroscada detrás, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med5.jpg,#BE8A22,Soldado del Gobernador Corrupto,5,2,4,"un soldado con armadura y el escudo de un gobernador corrupto en el peto, con gesto despectivo y armado, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Zancada de Leopardo,3,+1 🃏,Rápido. Elegante. Confuso para el enemigo.,"un monje novato saliendo disparado en una carrera baja y rápida, con estelas de manchas de leopardo detrás, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med6.jpg,#BE8A22,Tentación de la Alacena,3,2,2,"una alacena abierta con un frasco de galletas adentro, iluminado como una reliquia sagrada, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Disciplina,2,+2 ⚡,Las galletas de Shifu siguen ahí. Intactas. Sos un héroe.,"un monje novato cerrando deliberadamente la puerta de una alacena sobre un frasco de galletas, con los ojos apretados de aguante, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med7.jpg,#BE8A22,Maestro Falso de la Calle,4,2,3,"un charlatán callejero escandaloso con túnica llamativa haciendo una postura de kung fu falsa, obviamente un fraude, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Escama de Dragón,3,+1 🃏 · +1 ⚡,Aprendiste lo que NO hay que hacer. Eso cuenta.,"un monje novato levantando el antebrazo para bloquear, con escamas de dragón brillantes formándose sobre su piel, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med8.jpg,#BE8A22,Puente Colgante Roto,3,3,2,"un puente colgante al que le faltan varias tablas sobre un barranco con niebla, con las sogas deshilachándose, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Vuelo del Bambú,4,−1 ⚡,Cruzaste el abismo. Con estilo.,"un monje novato cruzando un barranco con una pértiga de bambú, con el arco del movimiento marcado detrás, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med9.jpg,#BE8A22,Compañero Traidor,4,2,3,"un monje adolescente de cinturón verde alejándose con una bolsa de monedas, sin mirar atrás, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Lealtad,3,—,Perdonaste al traidor. Sos mejor persona que luchador.,"un monje novato extendiendo una mano abierta para ayudar a alguien a levantarse, con expresión de perdón, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Mediodía,cartas/med10.jpg,#BE8A22,Tormenta de Arena Repentina,5,3,4,"una pared de arena repentina barriendo el patio, con todo tapado en tonos ocres, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Resistencia del Desierto,4,—,La arena en los ojos es entrenamiento avanzado.,"un monje novato caminando hacia adelante entre la arena que vuela, con los ojos entrecerrados, sin inmutarse, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Ocaso,cartas/oca1.jpg,#B2403C,Líder de los Bandidos,6,3,3,"un jefe bandido corpulento y lleno de cicatrices con capa de piel y una espada enorme mellada, sonriendo, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Rugido del Tigre,5,−2 ⚡,Ahora sí ruge como un tigre de verdad.,"un monje novato rugiendo con todo lo que tiene, con la cabeza translúcida de un tigre rugiendo junto a él, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
Ocaso,cartas/oca2.jpg,#B2403C,Asesino Silencioso,7,3,4,"un asesino enmascarado apenas visible, solo los ojos y una hoja fina reflejando la luz de la luna, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",Vuelo de Grulla,4,+2 ⚡ si ganás,Ni lo viste venir. Él tampoco te vio a vos.,"un monje novato en el aire en pleno vuelo de grulla, con una pierna recogida y los brazos abiertos como alas, ilustración de caricatura para una carta de juego de mesa, línea de tinta suelta y gruesa con manchas de acuarela planas, paleta cálida apagada, textura de papel crema, fondo simple y despejado, un solo sujeto centrado y grande, expresivo y con humor, ambientación de templo shaolin. NADA de fotorrealismo, ni 3D, ni brillos metálicos. FORMATO: imagen CUADRADA de 1024x1024 px; se coloca reducida dentro de la carta, no es el tamaño de la carta. Sin texto, sin letras, sin marcas de agua, sin bordes ni marcos.",1024x1024,265x265,815x1110
